"hv_gene","gc_hv_transcript","probeset","gc_percent_coverage","gc_percent_identity"
"HORVU1Hr1G056000","HORVU1Hr1G056000.4","Contig20971_at",79.7619047619048,100
"HORVU4Hr1G021250","HORVU4Hr1G021250.6","Contig20973_at",81.2,99.015
"HORVU0Hr1G007890","HORVU0Hr1G007890.3","Contig20973_at",81.2,99.015
"HORVU6Hr1G088960","HORVU6Hr1G088960.1","Contig20974_at",73.1735159817352,100
"HORVU6Hr1G069120","HORVU6Hr1G069120.39","Contig20979_s_at",97.5791433891992,99.43
"HORVU5Hr1G066080","HORVU5Hr1G066080.1","Contig2098_at",100,100
"HORVU6Hr1G068820","HORVU6Hr1G068820.6","Contig20980_at",100,99.924
"HORVU5Hr1G045780","HORVU5Hr1G045780.1","Contig20981_at",100,96.217
"HORVU5Hr1G113130","HORVU5Hr1G113130.1","Contig20981_at",100,96.217
"HORVU5Hr1G106090","HORVU5Hr1G106090.1","Contig20987_at",75.8426966292135,100
"HORVU4Hr1G088720","HORVU4Hr1G088720.10","Contig20989_at",100,100
"HORVU1Hr1G084200","HORVU1Hr1G084200.53","Contig20995_at",63.7971698113208,99.63
"HORVU1Hr1G080180","HORVU1Hr1G080180.1","Contig20996_at",100,99.757
"HORVU3Hr1G002540","HORVU3Hr1G002540.1","Contig20999_at",84.4542447629548,93.081
"HORVU7Hr1G002060","HORVU7Hr1G002060.1","Contig2100_s_at",100,100
"HORVU6Hr1G046540","HORVU6Hr1G046540.4","Contig21001_at",70.1351351351351,100
"HORVU3Hr1G057240","HORVU3Hr1G057240.1","Contig21002_at",62.0300751879699,100
"HORVU5Hr1G113130","HORVU5Hr1G113130.1","Contig21005_at",87.9432624113475,81.627
"HORVU5Hr1G045780","HORVU5Hr1G045780.1","Contig21005_at",87.9432624113475,81.627
"HORVU7Hr1G000150","HORVU7Hr1G000150.1","Contig21006_at",54.8168249660787,98.515
"HORVU2Hr1G121200","HORVU2Hr1G121200.2","Contig21008_at",85.5072463768116,99.788
"HORVU3Hr1G034640","HORVU3Hr1G034640.1","Contig21011_at",66.4359861591695,100
"HORVU3Hr1G036150","HORVU3Hr1G036150.5","Contig21012_at",77.2079772079772,100
"HORVU3Hr1G066920","HORVU3Hr1G066920.1","Contig21015_at",81.0294117647059,100
"HORVU3Hr1G106720","HORVU3Hr1G106720.2","Contig21017_at",85.4881266490765,99.383
"HORVU7Hr1G040720","HORVU7Hr1G040720.1","Contig2102_at",69.6774193548387,91.667
"HORVU3Hr1G117190","HORVU3Hr1G117190.9","Contig21021_at",59.180790960452,100
"HORVU3Hr1G104090","HORVU3Hr1G104090.15","Contig21024_at",53.7037037037037,91.724
"HORVU3Hr1G113440","HORVU3Hr1G113440.1","Contig21025_at",58.4615384615385,100
"HORVU7Hr1G116650","HORVU7Hr1G116650.3","Contig21026_at",100,99.083
"HORVU0Hr1G006020","HORVU0Hr1G006020.2","Contig2103_at",96.3636363636364,99.528
"HORVU4Hr1G072680","HORVU4Hr1G072680.2","Contig21040_at",86.7867867867868,88.754
"HORVU1Hr1G061690","HORVU1Hr1G061690.2","Contig21042_at",64.8093841642229,100
"HORVU7Hr1G119610","HORVU7Hr1G119610.1","Contig21043_at",77.6595744680851,99.315
"HORVU3Hr1G084420","HORVU3Hr1G084420.2","Contig21045_at",80,100
"HORVU1Hr1G080900","HORVU1Hr1G080900.3","Contig21046_at",51.6949152542373,100
"HORVU6Hr1G089230","HORVU6Hr1G089230.1","Contig21047_at",100,100
"HORVU1Hr1G021930","HORVU1Hr1G021930.2","Contig21053_at",68.4102564102564,99.85
"HORVU7Hr1G073130","HORVU7Hr1G073130.1","Contig21054_at",100,99.837
"HORVU3Hr1G082380","HORVU3Hr1G082380.1","Contig21055_at",93.0126002290951,99.384
"HORVU6Hr1G093300","HORVU6Hr1G093300.6","Contig21059_at",60.8433734939759,100
"HORVU0Hr1G006040","HORVU0Hr1G006040.1","Contig2106_s_at",77.1604938271605,100
"HORVU6Hr1G078060","HORVU6Hr1G078060.1","Contig21062_at",80.8622502628812,100
"HORVU1Hr1G087140","HORVU1Hr1G087140.1","Contig21066_at",73.8444193912063,99.542
"HORVU1Hr1G014070","HORVU1Hr1G014070.4","Contig21080_at",58.3806818181818,100
"HORVU2Hr1G080440","HORVU2Hr1G080440.1","Contig21083_at",100,98.765
"HORVU1Hr1G063630","HORVU1Hr1G063630.9","Contig21085_at",57.5757575757576,99.771
"HORVU5Hr1G113010","HORVU5Hr1G113010.2","Contig2109_s_at",100,99.76
"HORVU4Hr1G010200","HORVU4Hr1G010200.14","Contig21091_at",100,100
"HORVU6Hr1G042830","HORVU6Hr1G042830.5","Contig21092_at",78.6407766990291,93.827
"HORVU3Hr1G054120","HORVU3Hr1G054120.2","Contig21093_at",63.7223974763407,100
"HORVU2Hr1G022900","HORVU2Hr1G022900.2","Contig21097_at",100,96.222
"HORVU7Hr1G089540","HORVU7Hr1G089540.1","Contig21098_at",71.8954248366013,97.898
"HORVU3Hr1G006000","HORVU3Hr1G006000.1","Contig2110_at",75.6081525312295,99.044
"HORVU1Hr1G021760","HORVU1Hr1G021760.2","Contig21100_at",55.5391432791728,100
"HORVU2Hr1G029960","HORVU2Hr1G029960.2","Contig21103_at",82.9756795422032,100
"HORVU7Hr1G000780","HORVU7Hr1G000780.1","Contig21104_at",64.0465793304221,100
"HORVU3Hr1G087680","HORVU3Hr1G087680.2","Contig21106_at",88.4792626728111,100
"HORVU6Hr1G013770","HORVU6Hr1G013770.1","Contig21107_at",78.8184438040346,97.989
"HORVU2Hr1G125200","HORVU2Hr1G125200.3","Contig2111_s_at",54.3524416135881,95.076
"HORVU2Hr1G029460","HORVU2Hr1G029460.1","Contig21110_at",73.8651994497937,100
"HORVU2Hr1G018480","HORVU2Hr1G018480.1","Contig2112_at",100,85.443
"HORVU2Hr1G071250","HORVU2Hr1G071250.1","Contig21120_at",94.910941475827,98.391
"HORVU2Hr1G071250","HORVU2Hr1G071250.1","Contig21120_s_at",94.910941475827,98.391
"HORVU2Hr1G125180","HORVU2Hr1G125180.2","Contig21124_at",99.4854202401372,100
"HORVU4Hr1G053760","HORVU4Hr1G053760.1","Contig21127_at",84.1772151898734,99.85
"HORVU2Hr1G018570","HORVU2Hr1G018570.1","Contig2113_at",100,100
"HORVU6Hr1G059920","HORVU6Hr1G059920.2","Contig21132_at",100,100
"HORVU1Hr1G060530","HORVU1Hr1G060530.4","Contig21135_at",64.7923875432526,99.733
"HORVU2Hr1G018420","HORVU2Hr1G018420.1","Contig2114_s_at",100,98.519
"HORVU3Hr1G077110","HORVU3Hr1G077110.18","Contig21140_at",85.5375832540438,99.111
"HORVU0Hr1G017180","HORVU0Hr1G017180.1","Contig21143_at",84.4827586206897,97.13
"HORVU7Hr1G057460","HORVU7Hr1G057460.1","Contig21148_at",97.4212034383954,99.706
"HORVU2Hr1G044360","HORVU2Hr1G044360.1","Contig2115_at",98.9417989417989,99.144
"HORVU2Hr1G018440","HORVU2Hr1G018440.1","Contig2115_at",98.9417989417989,99.144
"HORVU1Hr1G066930","HORVU1Hr1G066930.1","Contig21153_at",100,100
"HORVU0Hr1G000890","HORVU0Hr1G000890.1","Contig21153_at",100,100
"HORVU5Hr1G109160","HORVU5Hr1G109160.2","Contig21159_at",57.7548005908419,99.488
"HORVU5Hr1G018150","HORVU5Hr1G018150.3","Contig21164_at",65.3298835705045,100
"HORVU2Hr1G122730","HORVU2Hr1G122730.13","Contig21170_at",69.1468253968254,99.713
"HORVU1Hr1G055930","HORVU1Hr1G055930.1","Contig21171_at",51.310861423221,99.27
"HORVU2Hr1G084560","HORVU2Hr1G084560.1","Contig21173_at",67.1171171171171,95.71
"HORVU2Hr1G018480","HORVU2Hr1G018480.1","Contig2118_at",100,100
"HORVU2Hr1G044340","HORVU2Hr1G044340.1","Contig2118_at",100,100
"HORVU2Hr1G018890","HORVU2Hr1G018890.2","Contig21183_at",91.9047619047619,99.655
"HORVU7Hr1G003920","HORVU7Hr1G003920.5","Contig21186_at",74.3589743589744,99.337
"HORVU7Hr1G021530","HORVU7Hr1G021530.12","Contig21187_at",88.3870967741936,100
"HORVU2Hr1G018510","HORVU2Hr1G018510.1","Contig2119_at",100,99.681
"HORVU3Hr1G026900","HORVU3Hr1G026900.7","Contig21191_at",81.6303099885189,100
"HORVU3Hr1G043250","HORVU3Hr1G043250.1","Contig21192_at",54.2682926829268,83.217
"HORVU4Hr1G072830","HORVU4Hr1G072830.1","Contig21194_s_at",71.6193656093489,99.534
"HORVU4Hr1G072830","HORVU4Hr1G072830.1","Contig21194_at",71.6193656093489,99.534
"HORVU7Hr1G114680","HORVU7Hr1G114680.3","Contig21196_at",85.8796296296296,98.383
"HORVU3Hr1G110520","HORVU3Hr1G110520.2","Contig21197_at",57.6576576576577,97.917
"HORVU6Hr1G019320","HORVU6Hr1G019320.1","Contig21200_at",54.3388429752066,99.43
"HORVU5Hr1G111680","HORVU5Hr1G111680.4","Contig21202_at",50.0821018062397,100
"HORVU3Hr1G022000","HORVU3Hr1G022000.3","Contig21203_at",51.5734265734266,99.661
"HORVU2Hr1G099110","HORVU2Hr1G099110.10","Contig21214_at",80.9802487198244,99.368
"HORVU0Hr1G012520","HORVU0Hr1G012520.1","Contig21220_at",100,99.679
"HORVU4Hr1G028180","HORVU4Hr1G028180.11","Contig21222_at",68.363136176066,99.799
"HORVU1Hr1G063090","HORVU1Hr1G063090.1","Contig21227_at",71.1827956989247,99.245
"HORVU1Hr1G074380","HORVU1Hr1G074380.4","Contig21229_at",72.317880794702,96.886
"HORVU2Hr1G024300","HORVU2Hr1G024300.1","Contig2123_s_at",85.8895705521472,99.286
"HORVU0Hr1G009120","HORVU0Hr1G009120.2","Contig21232_at",69.5700110253583,100
"HORVU1Hr1G017240","HORVU1Hr1G017240.4","Contig21234_at",66.1119515885023,99.771
"HORVU1Hr1G078000","HORVU1Hr1G078000.1","Contig21238_at",100,99.707
"HORVU1Hr1G055440","HORVU1Hr1G055440.1","Contig2124_at",100,100
"HORVU3Hr1G075790","HORVU3Hr1G075790.2","Contig21240_at",85.5869242199108,99.913
"HORVU4Hr1G002080","HORVU4Hr1G002080.2","Contig21242_at",100,83.721
"HORVU3Hr1G059130","HORVU3Hr1G059130.8","Contig21245_at",80.5429864253394,99.86
"HORVU6Hr1G080000","HORVU6Hr1G080000.1","Contig21246_at",100,100
"HORVU7Hr1G111190","HORVU7Hr1G111190.2","Contig21250_at",81.6831683168317,99.697
"HORVU1Hr1G063420","HORVU1Hr1G063420.2","Contig21251_at",61.7088607594937,100
"HORVU7Hr1G010370","HORVU7Hr1G010370.2","Contig21253_at",85.3658536585366,99.842
"HORVU6Hr1G033930","HORVU6Hr1G033930.7","Contig21257_s_at",54.8888888888889,91.498
"HORVU2Hr1G045920","HORVU2Hr1G045920.1","Contig2127_at",82.6007326007326,100
"HORVU2Hr1G003830","HORVU2Hr1G003830.12","Contig21273_at",100,99.145
"HORVU5Hr1G102720","HORVU5Hr1G102720.7","Contig21277_at",72.4557522123894,100
"HORVU7Hr1G090460","HORVU7Hr1G090460.2","Contig21278_at",81.4671814671815,100
"HORVU1Hr1G028680","HORVU1Hr1G028680.1","Contig21286_at",100,100
"HORVU2Hr1G059140","HORVU2Hr1G059140.16","Contig21289_at",84.4384303112314,100
"HORVU5Hr1G101600","HORVU5Hr1G101600.1","Contig2129_x_at",75.959595959596,98.936
"HORVU5Hr1G123120","HORVU5Hr1G123120.3","Contig21290_at",100,100
"HORVU0Hr1G023280","HORVU0Hr1G023280.1","Contig21293_at",76.038338658147,100
"HORVU3Hr1G065280","HORVU3Hr1G065280.5","Contig21298_at",78.9855072463768,91.758
"HORVU5Hr1G101600","HORVU5Hr1G101600.1","Contig2130_x_at",73.1313131313131,100
"HORVU5Hr1G101600","HORVU5Hr1G101600.1","Contig2130_at",73.1313131313131,100
"HORVU6Hr1G013630","HORVU6Hr1G013630.2","Contig21312_at",52.3728813559322,99.677
"HORVU7Hr1G030310","HORVU7Hr1G030310.3","Contig21316_at",50.560398505604,99.754
"HORVU5Hr1G081590","HORVU5Hr1G081590.1","Contig2132_at",84.6625766871166,99.517
"HORVU2Hr1G029290","HORVU2Hr1G029290.21","Contig21324_at",100,100
"HORVU5Hr1G039560","HORVU5Hr1G039560.1","Contig21325_at",66.4902998236332,100
"HORVU4Hr1G021830","HORVU4Hr1G021830.1","Contig21325_at",66.4902998236332,100
"HORVU6Hr1G089540","HORVU6Hr1G089540.2","Contig2133_x_at",100,99.77
"HORVU6Hr1G089540","HORVU6Hr1G089540.2","Contig2133_s_at",100,99.77
"HORVU4Hr1G016050","HORVU4Hr1G016050.3","Contig21330_at",99.8922413793103,99.461
"HORVU5Hr1G052300","HORVU5Hr1G052300.1","Contig21339_at",61.0606060606061,99.752
"HORVU6Hr1G089600","HORVU6Hr1G089600.1","Contig2134_at",97.3559962228517,99.903
"HORVU2Hr1G125060","HORVU2Hr1G125060.1","Contig21343_at",76.5765765765766,97.647
"HORVU2Hr1G071070","HORVU2Hr1G071070.4","Contig21345_at",84.4914400805639,97.974
"HORVU7Hr1G064420","HORVU7Hr1G064420.6","Contig21351_at",55.5555555555556,93.333
"HORVU5Hr1G096520","HORVU5Hr1G096520.1","Contig21355_at",83.7349397590361,100
"HORVU5Hr1G047590","HORVU5Hr1G047590.1","Contig21359_at",99.3638676844784,99.488
"HORVU2Hr1G022090","HORVU2Hr1G022090.4","Contig2136_at",100,100
"HORVU0Hr1G039460","HORVU0Hr1G039460.1","Contig21369_at",53.0541012216405,100
"HORVU4Hr1G060670","HORVU4Hr1G060670.5","Contig21373_at",60.6860158311346,100
"HORVU3Hr1G107070","HORVU3Hr1G107070.1","Contig21378_at",87.9279279279279,100
"HORVU5Hr1G088060","HORVU5Hr1G088060.6","Contig21387_at",58.0808080808081,98.551
"HORVU6Hr1G014140","HORVU6Hr1G014140.1","Contig2139_at",72.2222222222222,99.744
"HORVU2Hr1G101900","HORVU2Hr1G101900.5","Contig21395_at",51.1210762331839,100
"HORVU7Hr1G121730","HORVU7Hr1G121730.1","Contig21411_at",100,89.362
"HORVU1Hr1G016630","HORVU1Hr1G016630.3","Contig21412_at",55.9233449477352,99.377
"HORVU2Hr1G116540","HORVU2Hr1G116540.19","Contig21414_at",62.7450980392157,100
"HORVU7Hr1G000900","HORVU7Hr1G000900.1","Contig2142_s_at",72.4358974358974,100
"HORVU2Hr1G018810","HORVU2Hr1G018810.2","Contig21425_at",56.1170212765958,100
"HORVU3Hr1G017750","HORVU3Hr1G017750.11","Contig21432_at",72.5748502994012,100
"HORVU4Hr1G006740","HORVU4Hr1G006740.1","Contig21441_at",93.4156378600823,99.853
"HORVU3Hr1G079260","HORVU3Hr1G079260.2","Contig21442_at",52.3240371845949,100
"HORVU6Hr1G034250","HORVU6Hr1G034250.1","Contig21446_at",56.3701923076923,100
"HORVU4Hr1G013170","HORVU4Hr1G013170.1","Contig2147_at",75.6430446194226,99.931
"HORVU2Hr1G092070","HORVU2Hr1G092070.1","Contig21476_at",80.3212851405623,99
"HORVU7Hr1G019770","HORVU7Hr1G019770.2","Contig21477_at",88.3148831488315,97.493
"HORVU4Hr1G021270","HORVU4Hr1G021270.2","Contig2148_at",100,100
"HORVU6Hr1G084490","HORVU6Hr1G084490.5","Contig21486_at",52.931854199683,99.403
"HORVU4Hr1G050930","HORVU4Hr1G050930.4","Contig21515_s_at",74.0237691001698,100
"HORVU4Hr1G066480","HORVU4Hr1G066480.1","Contig2152_at",95.7177615571776,99.898
"HORVU6Hr1G075240","HORVU6Hr1G075240.2","Contig21521_at",76.0831889081456,100
"HORVU1Hr1G024660","HORVU1Hr1G024660.1","Contig21535_at",70.4980842911877,100
"HORVU5Hr1G122760","HORVU5Hr1G122760.13","Contig21542_at",84.1772151898734,100
"HORVU3Hr1G088910","HORVU3Hr1G088910.2","Contig21543_at",69.1532258064516,100
"HORVU2Hr1G107630","HORVU2Hr1G107630.3","Contig21549_at",87.8698224852071,99.551
"HORVU2Hr1G041260","HORVU2Hr1G041260.1","Contig2155_at",100,100
"HORVU2Hr1G028610","HORVU2Hr1G028610.1","Contig21556_at",63.8352638352638,98.387
"HORVU2Hr1G018750","HORVU2Hr1G018750.1","Contig21563_at",86.8603042876902,100
"HORVU2Hr1G075680","HORVU2Hr1G075680.1","Contig21567_at",52.2273425499232,99.706
"HORVU2Hr1G101300","HORVU2Hr1G101300.1","Contig21567_at",52.2273425499232,99.706
"HORVU3Hr1G093930","HORVU3Hr1G093930.2","Contig21572_at",81.1936936936937,98.336
"HORVU6Hr1G021520","HORVU6Hr1G021520.1","Contig21580_at",81.0126582278481,98.177
"HORVU5Hr1G098410","HORVU5Hr1G098410.11","Contig21581_at",73.725834797891,99.762
"HORVU5Hr1G036250","HORVU5Hr1G036250.2","Contig2159_at",100,100
"HORVU5Hr1G000660","HORVU5Hr1G000660.2","Contig216_at",88.0392156862745,94.889
"HORVU5Hr1G000660","HORVU5Hr1G000660.2","Contig216_x_at",88.0392156862745,94.889
"HORVU1Hr1G002500","HORVU1Hr1G002500.2","Contig2160_s_at",100,99.799
"HORVU1Hr1G002500","HORVU1Hr1G002500.2","Contig2160_at",100,99.799
"HORVU4Hr1G019840","HORVU4Hr1G019840.1","Contig2161_s_at",100,99.598
"HORVU3Hr1G077930","HORVU3Hr1G077930.6","Contig21613_at",55.328798185941,99.59
"HORVU1Hr1G000290","HORVU1Hr1G000290.3","Contig21626_at",52.0947176684882,100
"HORVU2Hr1G099570","HORVU2Hr1G099570.11","Contig21634_at",83.8866396761134,99.326
"HORVU1Hr1G001560","HORVU1Hr1G001560.2","Contig21640_at",100,98.569
"HORVU7Hr1G118090","HORVU7Hr1G118090.4","Contig21642_at",66.5764546684709,99.797
"HORVU4Hr1G083650","HORVU4Hr1G083650.8","Contig21643_at",79.1615289765721,99.533
"HORVU2Hr1G063690","HORVU2Hr1G063690.4","Contig21646_at",72.1538461538462,100
"HORVU1Hr1G055860","HORVU1Hr1G055860.2","Contig2165_at",100,99.929
"HORVU5Hr1G037060","HORVU5Hr1G037060.1","Contig21653_at",52.4879614767255,100
"HORVU5Hr1G124650","HORVU5Hr1G124650.12","Contig21659_s_at",56.8441064638783,99.331
"HORVU6Hr1G032290","HORVU6Hr1G032290.1","Contig21662_at",100,99.378
"HORVU3Hr1G020560","HORVU3Hr1G020560.7","Contig21671_at",85.146804835924,100
"HORVU1Hr1G055860","HORVU1Hr1G055860.2","Contig2168_s_at",100,82.935
"HORVU3Hr1G024640","HORVU3Hr1G024640.2","Contig21680_at",70.4941860465116,99.588
"HORVU2Hr1G108420","HORVU2Hr1G108420.6","Contig21684_at",62.6323751891074,99.758
"HORVU7Hr1G074490","HORVU7Hr1G074490.2","Contig21686_at",64.5805592543276,99.588
"HORVU2Hr1G082330","HORVU2Hr1G082330.1","Contig21687_at",74.3055555555556,100
"HORVU4Hr1G086270","HORVU4Hr1G086270.1","Contig2169_at",83.7465564738292,96.824
"HORVU2Hr1G072660","HORVU2Hr1G072660.2","Contig217_at",100,100
"HORVU3Hr1G028030","HORVU3Hr1G028030.1","Contig21705_at",81.8181818181818,100
"HORVU6Hr1G090090","HORVU6Hr1G090090.4","Contig21706_at",93.731778425656,99.844
"HORVU0Hr1G019630","HORVU0Hr1G019630.1","Contig21707_at",100,99.701
"HORVU1Hr1G079130","HORVU1Hr1G079130.2","Contig21718_at",74.4186046511628,100
"HORVU5Hr1G020200","HORVU5Hr1G020200.13","Contig21722_at",58.9473684210526,99.554
"HORVU7Hr1G121390","HORVU7Hr1G121390.3","Contig2173_s_at",73.8415545590433,100
"HORVU2Hr1G108330","HORVU2Hr1G108330.2","Contig21733_at",58.206106870229,98.689
"HORVU5Hr1G006290","HORVU5Hr1G006290.2","Contig21737_at",59.0128755364807,100
"HORVU1Hr1G059380","HORVU1Hr1G059380.2","Contig21755_at",71.4285714285714,100
"HORVU7Hr1G001540","HORVU7Hr1G001540.14","Contig21758_at",100,99.932
"HORVU7Hr1G047000","HORVU7Hr1G047000.6","Contig21764_at",72.2660653889515,100
"HORVU3Hr1G009210","HORVU3Hr1G009210.1","Contig2177_at",78.4126984126984,97.976
"HORVU1Hr1G074310","HORVU1Hr1G074310.4","Contig21770_at",71.8390804597701,86.753
"HORVU2Hr1G083980","HORVU2Hr1G083980.2","Contig2179_at",91.8208373904576,99.366
"HORVU7Hr1G107520","HORVU7Hr1G107520.5","Contig21801_at",72.8222996515679,99.641
"HORVU2Hr1G032680","HORVU2Hr1G032680.2","Contig21807_at",66.7168674698795,100
"HORVU7Hr1G107740","HORVU7Hr1G107740.3","Contig2181_s_at",53.9944903581267,95.408
"HORVU1Hr1G008370","HORVU1Hr1G008370.2","Contig21815_at",99.7209302325581,85.395
"HORVU2Hr1G108660","HORVU2Hr1G108660.1","Contig21826_at",100,100
"HORVU6Hr1G024710","HORVU6Hr1G024710.1","Contig21830_at",55.3470919324578,100
"HORVU7Hr1G073790","HORVU7Hr1G073790.1","Contig21836_at",100,99.775
"HORVU6Hr1G043520","HORVU6Hr1G043520.1","Contig21838_at",68.8034188034188,100
"HORVU7Hr1G107740","HORVU7Hr1G107740.3","Contig2185_at",100,99.704
"HORVU5Hr1G125650","HORVU5Hr1G125650.13","Contig21856_at",72.96875,99.359
"HORVU3Hr1G113080","HORVU3Hr1G113080.1","Contig21861_at",71.1864406779661,99.802
"HORVU5Hr1G120210","HORVU5Hr1G120210.4","Contig21862_at",68.5594111461619,100
"HORVU5Hr1G059740","HORVU5Hr1G059740.1","Contig21865_at",89.3719806763285,96.757
"HORVU6Hr1G058750","HORVU6Hr1G058750.3","Contig2187_at",100,99.807
"HORVU2Hr1G033060","HORVU2Hr1G033060.7","Contig21871_at",52.8112449799197,98.859
"HORVU7Hr1G088350","HORVU7Hr1G088350.2","Contig2188_s_at",100,100
"HORVU6Hr1G064450","HORVU6Hr1G064450.11","Contig21897_at",70.3324808184143,99.455
"HORVU6Hr1G083080","HORVU6Hr1G083080.1","Contig21899_at",100,99.415
"HORVU2Hr1G126040","HORVU2Hr1G126040.14","Contig21900_at",54.9905838041431,99.658
"HORVU7Hr1G052500","HORVU7Hr1G052500.1","Contig21905_at",87.1080139372822,99.8
"HORVU5Hr1G047470","HORVU5Hr1G047470.2","Contig21912_at",56.16,99.715
"HORVU5Hr1G105930","HORVU5Hr1G105930.2","Contig21916_at",98.1666666666667,99.66
"HORVU2Hr1G089830","HORVU2Hr1G089830.1","Contig21917_at",53.3106960950764,99.682
"HORVU7Hr1G064420","HORVU7Hr1G064420.6","Contig21924_at",56.5656565656566,88.757
"HORVU7Hr1G038650","HORVU7Hr1G038650.5","Contig21927_at",77.8331257783313,100
"HORVU3Hr1G019430","HORVU3Hr1G019430.3","Contig21935_at",73.8396624472574,99.619
"HORVU4Hr1G085920","HORVU4Hr1G085920.1","Contig21939_at",52.129471890971,99.673
"HORVU5Hr1G009830","HORVU5Hr1G009830.3","Contig21940_at",55.076495132128,99.747
"HORVU0Hr1G010760","HORVU0Hr1G010760.1","Contig21952_at",67.3805601317957,100
"HORVU1Hr1G050850","HORVU1Hr1G050850.5","Contig21961_at",55.0688360450563,99.773
"HORVU3Hr1G095620","HORVU3Hr1G095620.1","Contig21968_at",56.7901234567901,100
"HORVU3Hr1G095610","HORVU3Hr1G095610.1","Contig21968_at",56.7901234567901,100
"HORVU5Hr1G076400","HORVU5Hr1G076400.1","Contig2198_at",100,100
"HORVU4Hr1G002240","HORVU4Hr1G002240.1","Contig21982_at",62.0588235294118,100
"HORVU7Hr1G054220","HORVU7Hr1G054220.1","Contig2200_s_at",100,100
"HORVU5Hr1G088540","HORVU5Hr1G088540.1","Contig22004_at",92.8490351872872,99.027
"HORVU2Hr1G073840","HORVU2Hr1G073840.3","Contig22013_at",62.260711030082,100
"HORVU1Hr1G020020","HORVU1Hr1G020020.1","Contig22016_at",83.5294117647059,91.373
"HORVU2Hr1G010060","HORVU2Hr1G010060.4","Contig22018_at",72.2719141323793,78.133
"HORVU4Hr1G078840","HORVU4Hr1G078840.3","Contig2202_at",88.2218844984802,100
"HORVU4Hr1G021990","HORVU4Hr1G021990.1","Contig22033_at",82.6780021253985,100
"HORVU4Hr1G061900","HORVU4Hr1G061900.2","Contig22044_at",86.9791666666667,98.802
"HORVU4Hr1G074810","HORVU4Hr1G074810.5","Contig2205_s_at",79.1938997821351,99.725
"HORVU5Hr1G093410","HORVU5Hr1G093410.1","Contig22050_at",69.1222570532915,98.639
"HORVU7Hr1G008470","HORVU7Hr1G008470.2","Contig22065_at",71.0120068610635,100
"HORVU1Hr1G014580","HORVU1Hr1G014580.5","Contig22073_at",74.9271137026239,100
"HORVU1Hr1G071390","HORVU1Hr1G071390.1","Contig22075_at",100,100
"HORVU7Hr1G040730","HORVU7Hr1G040730.1","Contig2208_at",100,99.807
"HORVU5Hr1G115170","HORVU5Hr1G115170.1","Contig22083_at",86.2239841427156,99.885
"HORVU5Hr1G055950","HORVU5Hr1G055950.2","Contig2209_at",100,100
"HORVU4Hr1G002080","HORVU4Hr1G002080.2","Contig22092_at",88.5780885780886,82.415
"HORVU0Hr1G013870","HORVU0Hr1G013870.1","Contig22098_at",100,100
"HORVU4Hr1G064440","HORVU4Hr1G064440.3","Contig22099_at",51.8518518518518,100
"HORVU7Hr1G033620","HORVU7Hr1G033620.1","Contig2210_at",97.2055888223553,100
"HORVU7Hr1G033620","HORVU7Hr1G033620.1","Contig2211_at",97.2055888223553,97.331
"HORVU3Hr1G066740","HORVU3Hr1G066740.3","Contig22112_at",83.2630098452883,99.157
"HORVU3Hr1G005420","HORVU3Hr1G005420.5","Contig22113_at",72.5581395348837,98.718
"HORVU1Hr1G057290","HORVU1Hr1G057290.1","Contig22118_at",83.3333333333333,99.692
"HORVU7Hr1G033620","HORVU7Hr1G033620.1","Contig2212_s_at",97.2055888223553,98.357
"HORVU1Hr1G019390","HORVU1Hr1G019390.5","Contig22121_at",84.2003853564547,99.771
"HORVU1Hr1G049460","HORVU1Hr1G049460.1","Contig22128_at",70.72,100
"HORVU7Hr1G040740","HORVU7Hr1G040740.1","Contig2213_s_at",96.9444444444444,100
"HORVU7Hr1G040740","HORVU7Hr1G040740.1","Contig2213_at",96.9444444444444,100
"HORVU1Hr1G090730","HORVU1Hr1G090730.1","Contig22130_at",65.1488616462347,100
"HORVU4Hr1G068030","HORVU4Hr1G068030.12","Contig22133_at",79.2479108635098,100
"HORVU5Hr1G056040","HORVU5Hr1G056040.1","Contig2214_s_at",100,99.798
"HORVU6Hr1G082070","HORVU6Hr1G082070.2","Contig22140_at",80.9651474530831,98.179
"HORVU4Hr1G004240","HORVU4Hr1G004240.1","Contig2216_s_at",100,100
"HORVU7Hr1G052390","HORVU7Hr1G052390.6","Contig22160_at",96.3800904977376,100
"HORVU2Hr1G088550","HORVU2Hr1G088550.12","Contig22164_at",55.3966189856957,96.729
"HORVU7Hr1G059230","HORVU7Hr1G059230.2","Contig22174_at",100,100
"HORVU5Hr1G052770","HORVU5Hr1G052770.1","Contig22182_at",71.4463840399003,100
"HORVU4Hr1G064810","HORVU4Hr1G064810.11","Contig22194_at",72.9037952338923,99.879
"HORVU2Hr1G124860","HORVU2Hr1G124860.3","Contig22198_at",69.364161849711,100
"HORVU2Hr1G124250","HORVU2Hr1G124250.1","Contig22199_at",80.3672316384181,98.594
"HORVU2Hr1G124190","HORVU2Hr1G124190.1","Contig22199_at",80.3672316384181,98.594
"HORVU1Hr1G087820","HORVU1Hr1G087820.1","Contig222_s_at",86.2626262626263,97.19
"HORVU1Hr1G030740","HORVU1Hr1G030740.16","Contig22204_at",64.5618556701031,98.204
"HORVU6Hr1G020910","HORVU6Hr1G020910.1","Contig2222_at",92.6218708827404,99.787
